game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,elicit_beliefs,tom_order,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent1_regret_per_round,agent1_regret_mean,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,agent2_regret_per_round,agent2_regret_mean,welfare_mean_sum,welfare_mean_min,welfare_mean_gini,welfare_efficiency,welfare_per_round
game_23,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 2.0]",[],"[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 0.0]",3.2,agent2,Claude Haiku 4.5,neutral,1.0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 2.0]",[],"[0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0]",2.8,10.8,4.4,0.1,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_24,en,True,10,6,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 6.0, 0.0, 6.0, 0.0, 2.0]",[],"[2.0, 4.0, 2.0, 4.0, 2.0, 0.0]",2.3333333333333335,agent2,Claude Haiku 4.5,selfish,0.0,"['OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB']","[10.0, 6.0, 10.0, 6.0, 10.0, 2.0]",[],"[0.0, 4.0, 0.0, 4.0, 0.0, 0.0]",1.3333333333333333,9.666666666666666,2.3333333333333335,0.25,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_25,en,True,10,9,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1111111111111112,9.777777777777779,1.5555555555555556,0.3333333333333333,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_26,en,True,10,8,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.25,agent2,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.75,1.75,0.3125,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_27,en,True,10,6,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 6.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 4.0, 0.0]",2.3333333333333335,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 6.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 4.0, 0.0]",2.3333333333333335,10.0,3.3333333333333335,0.16666666666666666,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_28,en,True,10,7,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 6.0, 6.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 4.0, 4.0, 0.0]",2.5714285714285716,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 6.0, 6.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 4.0, 4.0, 0.0]",2.5714285714285716,10.285714285714286,3.7142857142857144,0.14285714285714285,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_29,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.8,1.4,0.35,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_30,en,True,10,4,False,False,1,agent1,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0]",2.5,agent2,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 0.0]",2.0,9.5,3.5,0.125,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_31,en,True,10,8,False,False,1,agent1,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.25,agent2,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.75,1.75,0.3125,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_32,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.8,1.4,0.35,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_33,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.2,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.4,10.0,2.0,0.3,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_34,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.8,1.4,0.35,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_35,en,True,10,8,False,False,1,agent1,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.25,agent2,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,9.75,1.75,0.3125,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_36,en,True,10,5,False,False,1,agent1,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[6.0, 10.0, 0.0, 6.0, 2.0]",[],"[4.0, 0.0, 2.0, 4.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 0.0, 10.0, 6.0, 2.0]",[],"[4.0, 2.0, 0.0, 4.0, 0.0]",2.0,9.6,2.8,0.2,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_37,en,True,10,9,False,False,1,agent1,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1111111111111112,9.777777777777779,1.5555555555555556,0.3333333333333333,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_38,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 10.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0]",2.4,agent2,Claude Haiku 4.5,neutral,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionA', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0]",1.4,10.6,1.8,0.35,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
game_39,en,True,10,3,False,False,1,agent1,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionB', 'OptionB']","[6.0, 10.0, 2.0]",[],"[4.0, 0.0, 0.0]",1.3333333333333333,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionA', 'OptionB']","[6.0, 0.0, 2.0]",[],"[4.0, 2.0, 0.0]",2.0,8.666666666666666,2.6666666666666665,0.16666666666666666,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_40,en,True,10,4,False,False,1,agent1,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0]",2.5,9.5,3.5,0.125,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
